SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.13512.28	Heterogeneous nuclear ribonucleoprotein R	O43390	O43390	True
seq.13513.174	E3 SUMO-protein ligase PIAS3	Q9Y6X2	Q9Y6X2	True
seq.13514.121	Ras-related protein Rab-35	Q15286	Q15286	True
seq.13515.8	Regulation of nuclear pre-mRNA domain-containing protein 1A	Q96P16	Q96P16	True
seq.13516.46	ER membrane protein complex subunit 4	Q5J8M3	Q5J8M3	True
seq.13517.3	Patched domain-containing protein 3	Q3KNS1	Q3KNS1	True
seq.13518.5	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	O43150	O43150	True
seq.13519.112	Rho guanine nucleotide exchange factor 25	Q86VW2	Q86VW2	True
seq.13522.20	Visinin-like protein 1	P62760	P62760	True
seq.13524.25	Heparan-sulfate 6-O-sulfotransferase 2	Q96MM7	Q96MM7	True
seq.13525.17	Potassium voltage-gated channel subfamily G member 4	Q8TDN1	Q8TDN1	True
seq.13526.5	Lupus La protein:RNA recognition motif	P05455	P05455	True
seq.13529.39	Nucleosome assembly protein 1-like 2	Q9ULW6	Q9ULW6	True
seq.13530.5	Urotensin-2 receptor	Q9UKP6	Q9UKP6	True
seq.13532.25	Nuclear envelope phosphatase-regulatory subunit 1	Q8N9A8	Q8N9A8	True
seq.13534.20	Myomesin-2	P54296	P54296	True
seq.13535.2	Collagen type IV alpha-3-binding protein:PH domain	Q9Y5P4	Q9Y5P4	True
seq.13536.56	DNA polymerase iota	Q9UNA4	Q9UNA4	True
seq.13539.131	Small conductance calcium-activated potassium channel protein 1	Q92952	Q92952	True
seq.13540.1	G-protein coupled receptor 26	Q8NDV2	Q8NDV2	True
seq.13541.1	Myc target protein 1	Q8N699	Q8N699	True
seq.13543.7	Prostaglandin reductase 1	Q14914	Q14914	True
seq.13544.9	Rho GTPase-activating protein 45	Q92619	Q92619	True
seq.13545.97	Probable RNA-binding protein EIF1AD	Q8N9N8	Q8N9N8	True
seq.13547.5	5-hydroxytryptamine receptor 7	P34969	P34969	True
seq.13548.53	Phosphatidate phosphatase PPAPDC1A	Q5VZY2	Q5VZY2	True
seq.13549.15	Disintegrin and metalloproteinase domain-containing protein 29	Q9UKF5	Q9UKF5	True
seq.13552.7	Switch-associated protein 70	Q9UH65	Q9UH65	True
seq.13553.4	DCN1-like protein 3	Q8IWE4	Q8IWE4	True
seq.13554.78	Replication initiator 1	Q9BWE0	Q9BWE0	True
seq.13556.28	5-hydroxytryptamine receptor 2A	P28223	P28223	True
seq.13557.3	Nectin-3	Q9NQS3	Q9NQS3	True
seq.13561.5	5-hydroxytryptamine receptor 6	P50406	P50406	True
seq.13563.259	Acyl-CoA-binding domain-containing protein 7	Q8N6N7	Q8N6N7	True
seq.13565.2	Retinoblastoma-like protein 2	Q08999	Q08999	True
seq.13566.2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Q9NP77	Q9NP77	True
seq.13567.1	Dihydropyrimidinase-related protein 2	Q16555	Q16555	True
seq.13568.30	26S proteasome non-ATPase regulatory subunit 4	P55036	P55036	True
seq.13570.43	Vigilin	Q00341	Q00341	True
seq.13572.43	26S proteasome non-ATPase regulatory subunit 11	O00231	O00231	True
seq.13573.5	Actin-related protein 2/3 complex subunit 3	O15145	O15145	True
seq.13574.50	Rho-related GTP-binding protein Rho6	Q92730	Q92730	True
seq.13575.40	Segment polarity protein dishevelled homolog DVL-2	O14641	O14641	True
seq.13576.15	Glutathione S-transferase P	P09211	P09211	True
seq.13577.25	Splicing factor U2AF 65 kDa subunit	P26368	P26368	True
seq.13578.98	Actin-binding LIM protein 3	O94929	O94929	True
seq.13580.2	UDP-N-acetylhexosamine pyrophosphorylase	Q16222	Q16222	True
seq.13583.19	Apoptotic protease-activating factor 1	O14727	O14727	True
seq.13587.10	Rac GTPase-activating protein 1	Q9H0H5	Q9H0H5	True
seq.13588.11	Annexin A9	O76027	O76027	True
seq.13589.10	Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 2, Isoform IV	O95704	O95704	True
seq.13590.1	Oligoribonuclease, mitochondrial	Q9Y3B8	Q9Y3B8	True
seq.13591.31	DNA primase small subunit	P49642	P49642	True
seq.13594.158	ADP-ribosylation factor-binding protein GGA1	Q9UJY5	Q9UJY5	True
seq.13595.20	Thiamine-triphosphatase	Q9BU02	Q9BU02	True
seq.13596.3	Ras-related protein Rab-27B	O00194	O00194	True
seq.13597.20	Ras-related protein Rab-31	Q13636	Q13636	True
seq.13599.15	Rab9 effector protein with kelch motifs	Q7Z6M1	Q7Z6M1	True
seq.13602.6	NHP2-like protein 1	P55769	P55769	True
seq.13603.7	Rieske domain-containing protein	Q8TAC1	Q8TAC1	True
seq.13604.27	E3 ubiquitin-protein ligase NEURL1	O76050	O76050	True
seq.13605.16	Annexin A10	Q9UJ72	Q9UJ72	True
seq.13609.11	General transcription factor II-I	P78347	P78347	True
seq.13610.9	Melanoma-associated antigen 10	P43363	P43363	True
seq.13612.7	Cytohesin-interacting protein	O60759	O60759	True
seq.13613.23	Adenylate kinase isoenzyme 5	Q9Y6K8	Q9Y6K8	True
seq.13614.6	CREB-binding protein	Q92793	Q92793	True
seq.13615.60	Cytoplasmic protein NCK2	O43639	O43639	True
seq.13618.15	Mitotic spindle assembly checkpoint protein MAD1	Q9Y6D9	Q9Y6D9	True
seq.13620.10	ATPase ASNA1	O43681	O43681	True
seq.13621.31	AP-2 complex subunit alpha-2	O94973	O94973	True
seq.13622.16	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	Q15172	Q15172	True
seq.13623.4	Histone-lysine N-methyltransferase 2D	O14686	O14686	True
seq.13624.17	NAD kinase	O95544	O95544	True
seq.13625.19	Lupus La protein:HTH La-type RNA-binding domain	P05455	P05455	True
seq.13628.58	Growth factor receptor-bound protein 14	Q14449	Q14449	True
seq.13629.25	Cysteine protease ATG4B	Q9Y4P1	Q9Y4P1	True
seq.13631.1	Retinoblastoma-binding protein 5	Q15291	Q15291	True
seq.13632.10	Zyxin	Q15942	Q15942	True
seq.13634.209	Pirin	O00625	O00625	True
seq.13636.20	Nucleosome assembly protein 1-like 1	P55209	P55209	True
seq.13639.101	General vesicular transport factor p115	O60763	O60763	True
seq.13640.5	B-cell lymphoma 6 protein	P41182	P41182	True
seq.13642.90	Interferon-induced protein with tetratricopeptide repeats 3	O14879	O14879	True
seq.13644.30	Hepatocyte growth factor-regulated tyrosine kinase substrate	O14964	O14964	True
seq.13645.14	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	Q92620	Q92620	True
seq.13650.11	Kv channel-interacting protein 1	Q9NZI2	Q9NZI2	True
seq.13651.54	E3 ubiquitin-protein ligase ZFP91	Q96JP5	Q96JP5	True
seq.13652.2	TOM1-like protein 1	O75674	O75674	True
seq.13653.335	O-acetyl-ADP-ribose deacetylase MACROD1	Q9BQ69	Q9BQ69	True
seq.13654.1	Rho-associated protein kinase 2	O75116	O75116	True
seq.13655.34	Nucleolin	P19338	P19338	True
seq.13657.2	Bifunctional polynucleotide phosphatase/kinase	Q96T60	Q96T60	True
seq.13658.31	Platelet-derived growth factor C	Q9NRA1	Q9NRA1	True
seq.13659.36	Manganese-transporting ATPase 13A1	Q9HD20	Q9HD20	True
seq.13660.76	Angiopoietin-2	O15123	O15123	True
seq.13661.193	Cystatin-D	P28325	P28325	True
seq.13663.2	Interleukin-4	P05112	P05112	True
seq.13665.35	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha	Q06190	Q06190	True
seq.13666.222	Carbonic anhydrase-related protein 10	Q9NS85	Q9NS85	True
seq.13668.44	Tyrosine-protein kinase receptor TYRO3	Q06418	Q06418	True
seq.13669.6	Fibroblast growth factor receptor 3:Extracellular domain	P22607	P22607	True
seq.13670.81	Group IIE secretory phospholipase A2	Q9NZK7	Q9NZK7	True
seq.13671.40	Neutrophil elastase	P08246	P08246	True
seq.13672.3	Heat shock 70 kDa protein 6	P17066	P17066	True
seq.13673.21	T-complex protein 1 subunit eta	Q99832	Q99832	True
seq.13676.46	Inhibin beta B chain	P09529	P09529	True
seq.13678.169	Complement factor D	P00746	P00746	True
seq.13680.3	NGFI-A-binding protein 2	Q15742	Q15742	True
seq.13681.173	Casein kinase II subunit alpha'	P19784	P19784	True
seq.13682.47	Macrophage colony-stimulating factor 1 receptor	P07333	P07333	True
seq.13683.18	Chloride channel protein ClC-Kb	P51801	P51801	True
seq.13686.2	Interleukin-5 receptor subunit alpha	Q01344	Q01344	True
seq.13687.5	C-C motif chemokine 1	P22362	P22362	True
seq.13688.2	Calcyphosin-like protein	Q8WWF8	Q8WWF8	True
seq.13689.2	Ornithine decarboxylase	P11926	P11926	True
seq.13690.26	Biglycan	P21810	P21810	True
seq.13691.10	Sodium-coupled monocarboxylate transporter 1	Q8N695	Q8N695	True
seq.13692.154	WNT1-inducible-signaling pathway protein 1	O95388	O95388	True
seq.13693.5	Cerebral dopamine neurotrophic factor	Q49AH0	Q49AH0	True
seq.13694.24	Cytokine receptor-like factor 2	Q9HC73	Q9HC73	True
seq.13697.51	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	P21695	P21695	True
seq.13698.28	Dyslexia-associated protein KIAA0319-like protein	Q8IZA0	Q8IZA0	True
seq.13699.6	Prostate-specific antigen	P07288	P07288	True
seq.13700.10	Annexin A2	P07355	P07355	True
seq.13701.2	C-X-C motif chemokine 13	O43927	O43927	True
seq.13704.5	Hydroxymethylglutaryl-CoA synthase, mitochondrial	P54868	P54868	True
seq.13706.12	Interleukin-12 receptor subunit beta-1	P42701	P42701	True
seq.13707.27	SPARC-like protein 1	Q14515	Q14515	True
seq.13708.56	Kallikrein-8	O60259	O60259	True
seq.13710.6	Plasma protease C1 inhibitor	P05155	P05155	True
seq.13711.10	Clathrin heavy chain 1	Q00610	Q00610	True
seq.13712.104	Granzyme A	P12544	P12544	True
seq.13713.164	Vesicle-trafficking protein SEC22a	Q96IW7	Q96IW7	True
seq.13717.15	Ficolin-2	Q15485	Q15485	True
seq.13719.19	Serine/threonine-protein kinase PAK 4	O96013	O96013	True
seq.13720.95	Myeloblastin	P24158	P24158	True
seq.13722.105	Complement component C9	P02748	P02748	True
seq.13723.6	Interleukin-10	P22301	P22301	True
seq.13724.27	Fibroblast growth factor 19	O95750	O95750	True
seq.13725.3	Fibroblast growth factor 16	O43320	O43320	True
seq.13726.4	T-lymphocyte activation antigen CD80	P33681	P33681	True
seq.13727.44	Speckle-type POZ protein	O43791	O43791	True
seq.13728.19	Endoplasmic reticulum resident protein 29	P30040	P30040	True
seq.13729.26	Sideroflexin-5	Q8TD22	Q8TD22	True
seq.13730.18	Dipeptidyl peptidase 1	P53634	P53634	True
seq.13731.14	Complement component C7	P10643	P10643	True
seq.13732.79	Cardiotrophin-1	Q16619	Q16619	True
seq.13733.5	Interleukin-12 subunit beta	P29460	P29460	True
seq.13734.22	Interferon lambda-1	Q8IU54	Q8IU54	True
seq.13735.1	Rap1 GTPase-activating protein 1	P47736	P47736	True
seq.13738.8	Inhibin beta A chain	P08476	P08476	True
seq.13739.3	Leucine-rich repeat transmembrane protein FLRT1	Q9NZU1	Q9NZU1	True
seq.13740.51	Secreted frizzled-related protein 3	Q92765	Q92765	True
seq.13741.36	Insulin-like growth factor-binding protein 1	P08833	P08833	True
seq.13742.66	Interleukin-22	Q9GZX6	Q9GZX6	True
seq.13743.56	Cullin-4B	Q13620	Q13620	True
seq.13744.37	Interleukin-3 receptor subunit alpha	P26951	P26951	True
seq.13745.10	Polycystin-2:Cytoplasmic domain 4	Q13563	Q13563	True
seq.13747.9	Carbonic anhydrase 6	P23280	P23280	True
seq.13748.4	C-C motif chemokine 8	P80075	P80075	True
seq.13924.13	Myocardial zonula adherens protein	P0CAP1	P0CAP1	True
seq.13926.1	RecQ-mediated genome instability protein 1	Q9H9A7	Q9H9A7	True
seq.13929.27	Peroxisomal carnitine O-octanoyltransferase	Q9UKG9	Q9UKG9	True
seq.13930.3	DNA dC->dU-editing enzyme APOBEC-3G	Q9HC16	Q9HC16	True
seq.13931.22	26S proteasome non-ATPase regulatory subunit 9	O00233	O00233	True
seq.13932.45	Rho guanine nucleotide exchange factor 7	Q14155	Q14155	True
seq.13933.276	NGFI-A-binding protein 1	Q13506	Q13506	True
seq.13934.3	Guanine nucleotide exchange factor DBS	O15068	O15068	True
seq.13936.24	Phosphoglycerate kinase 2	P07205	P07205	True
seq.13937.75	Cullin-associated NEDD8-dissociated protein 1	Q86VP6	Q86VP6	True
seq.13939.14	UTP--glucose-1-phosphate uridylyltransferase	Q16851	Q16851	True
seq.13940.19	Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 1	Q16666	Q16666	True
seq.13941.82	Phenylalanine--tRNA ligase, mitochondrial	O95363	O95363	True
seq.13942.140	SPRY domain-containing SOCS box protein 1	Q96BD6	Q96BD6	True
seq.13943.38	Protein dpy-30 homolog	Q9C005	Q9C005	True
seq.13944.3	Sulfotransferase 1A3	P0DMM9	P0DMM9	True
seq.13946.8	Probable ATP-dependent RNA helicase DDX23	Q9BUQ8	Q9BUQ8	True
seq.13947.371	Peroxisomal NADH pyrophosphatase NUDT12	Q9BQG2	Q9BQG2	True
seq.13948.50	Gamma-aminobutyric acid type B receptor subunit 2:Extracellular domain	O75899	O75899	True
seq.13950.9	Collagen type IV alpha-3-binding protein:StAR-related lipid-transfer domain, isoform 2	Q9Y5P4	Q9Y5P4	True
seq.13954.9	Glucosamine 6-phosphate N-acetyltransferase	Q96EK6	Q96EK6	True
seq.13955.33	Death-associated protein kinase 1	P53355	P53355	True
seq.13958.5	Probable RNA-binding protein 46	Q8TBY0	Q8TBY0	True
seq.13959.7	Cytosol aminopeptidase	P28838	P28838	True
seq.13960.15	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	Q96P47	Q96P47	True
seq.13961.18	Kinesin-like protein KIF3A	Q9Y496	Q9Y496	True
seq.13963.7	Toll-interacting protein	Q9H0E2	Q9H0E2	True
seq.13966.30	Myomesin-3	Q5VTT5	Q5VTT5	True
seq.13967.14	Thioredoxin reductase 1, cytoplasmic	Q16881	Q16881	True
seq.13969.24	Importin subunit alpha-7	O60684	O60684	True
seq.13972.4	17-beta-hydroxysteroid dehydrogenase 14	Q9BPX1	Q9BPX1	True
seq.13973.62	Tubulin--tyrosine ligase	Q8NG68	Q8NG68	True
seq.13975.56	Liprin-alpha-1	Q13136	Q13136	True
seq.13976.9	Rho guanine nucleotide exchange factor 1	Q92888	Q92888	True
seq.13977.28	BRCA1-associated RING domain protein 1	Q99728	Q99728	True
seq.13978.122	T-box transcription factor TBX3	O15119	O15119	True
seq.13979.3	Anion exchange transporter	Q8TE54	Q8TE54	True
seq.13982.33	Regulator of G-protein signaling 18	Q9NS28	Q9NS28	True
seq.13983.27	Quinone oxidoreductase	Q08257	Q08257	True
seq.13984.23	ATP-dependent RNA helicase DDX25	Q9UHL0	Q9UHL0	True
seq.13985.12	E3 ubiquitin-protein ligase SMURF2	Q9HAU4	Q9HAU4	True
seq.13986.6	LanC-like protein 1	O43813	O43813	True
seq.13988.67	NmrA-like family domain-containing protein 1	Q9HBL8	Q9HBL8	True
seq.13990.1	Pyruvate carboxylase, mitochondrial	P11498	P11498	True
seq.13991.47	Eukaryotic translation initiation factor 4 gamma 3	O43432	O43432	True
seq.13992.12	Vesicle-fusing ATPase	P46459	P46459	True
seq.13993.20	Band 4.1-like protein 1	Q9H4G0	Q9H4G0	True
seq.13994.1	rRNA 2'-O-methyltransferase fibrillarin	P22087	P22087	True
seq.13996.16	Phosphopantothenoylcysteine decarboxylase	Q96CD2	Q96CD2	True
seq.13998.26	Adenylosuccinate synthetase isozyme 1	Q8N142	Q8N142	True
seq.14002.18	Dedicator of cytokinesis protein 9	Q9BZ29	Q9BZ29	True
seq.14005.2	Chromodomain-helicase-DNA-binding protein 7	Q9P2D1	Q9P2D1	True
seq.14006.36	Glycine N-methyltransferase	Q14749	Q14749	True
seq.14007.22	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	O43252	O43252	True
seq.14008.22	mRNA-decapping enzyme 1A	Q9NPI6	Q9NPI6	True
seq.14009.65	Tumor necrosis factor alpha-induced protein 3	P21580	P21580	True
seq.14011.17	Protein S100-A11	P31949	P31949	True
seq.14012.17	Probable ATP-dependent RNA helicase DHX58	Q96C10	Q96C10	True
seq.14013.11	TRAF family member-associated NF-kappa-B activator	Q92844	Q92844	True
seq.14019.73	Envoplakin	Q92817	Q92817	True
seq.14021.81	Mediator of RNA polymerase II transcription subunit 4	Q9NPJ6	Q9NPJ6	True
seq.14022.17	Interleukin-17B	Q9UHF5	Q9UHF5	True
seq.14023.84	Bone sialoprotein 2	P21815	P21815	True
seq.14024.196	Ectodysplasin-A, secreted form	Q92838	Q92838	True
seq.14025.18	Tumor necrosis factor receptor superfamily member 9	Q07011	Q07011	True
seq.14026.24	Interleukin-17F	Q96PD4	Q96PD4	True
seq.14028.22	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	O00443	O00443	True
seq.14029.42	COP9 signalosome complex subunit 2	P61201	P61201	True
seq.14030.21	Tumor necrosis factor ligand superfamily member 4	P23510	P23510	True
seq.14031.18	Fibroblast growth factor 7	P21781	P21781	True
seq.14032.2	Vascular endothelial growth factor A, isoform 121	P15692	P15692	True
seq.14034.22	Tumor-associated calcium signal transducer 2	P09758	P09758	True
seq.14035.13	T-lymphoma invasion and metastasis-inducing protein 1	Q13009	Q13009	True
seq.14036.116	Multiple PDZ domain protein	O75970	O75970	True
seq.14037.18	Ran-binding protein 3	Q9H6Z4	Q9H6Z4	True
seq.14038.130	Cystatin-F	O76096	O76096	True
seq.14039.33	Kallikrein-5	Q9Y337	Q9Y337	True
seq.14041.13	Granzyme B	P10144	P10144	True
seq.14042.11	Secreted frizzled-related protein 1	Q8N474	Q8N474	True
seq.14043.12	Early endosome antigen 1	Q15075	Q15075	True
seq.14045.12	Nuclear receptor coactivator 2	Q15596	Q15596	True
seq.14047.78	Brain-derived neurotrophic factor	P23560	P23560	True
seq.14048.7	Interleukin-1 Receptor accessory protein	Q9NPH3	Q9NPH3	True
seq.14049.17	Interleukin-7	P13232	P13232	True
seq.14050.61	Ephrin-A4	P52798	P52798	True
seq.14051.54	Forkhead box protein C2	Q99958	Q99958	True
seq.14052.26	Protein unc-13 homolog A	Q9UPW8	Q9UPW8	True
seq.14054.17	Interleukin-15 receptor subunit alpha	Q13261	Q13261	True
seq.14056.4	Glycoprotein hormones alpha chain	P01215	P01215	True
seq.14057.68	Tumor necrosis factor ligand superfamily member 15	O95150	O95150	True
seq.14060.67	Neutrophil cytosol factor 4	Q15080	Q15080	True
seq.14061.48	Tumor necrosis factor ligand superfamily member 11	O14788	O14788	True
seq.14063.17	Oncostatin-M	P13725	P13725	True
seq.14064.21	Peptidoglycan recognition protein 1	O75594	O75594	True
seq.14065.11	T-cell surface glycoprotein CD5:Cytoplasmic domain	P06127	P06127	True
seq.14066.49	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2	Q86UL8	Q86UL8	True
seq.14067.6	Plakophilin-2	Q99959	Q99959	True
seq.14068.29	C-C motif chemokine 25	O15444	O15444	True
seq.14069.61	Carbonic anhydrase 4	P22748	P22748	True
seq.14070.56	Intersectin-1	Q15811	Q15811	True
seq.14072.9	Translationally-controlled tumor protein	P13693	P13693	True
seq.14073.31	Hemopexin	P02790	P02790	True
seq.14074.2	SHC-transforming protein 2	P98077	P98077	True
seq.14076.74	Cystatin-S	P01036	P01036	True
seq.14077.6	Ficolin-3	O75636	O75636	True
seq.14078.69	Lymphotactin	P47992	P47992	True
seq.14079.14	Interleukin-18 receptor 1	Q13478	Q13478	True
seq.14081.5	NKG2D ligand 1	Q9BZM6	Q9BZM6	True
seq.14082.56	Talin-2	Q9Y4G6	Q9Y4G6	True
seq.14083.25	Selenide, water dikinase 1	P49903	P49903	True
seq.14085.28	Interleukin-13	P35225	P35225	True
seq.14086.11	Acid sphingomyelinase-like phosphodiesterase 3a	Q92484	Q92484	True
seq.14088.38	Insulin-like growth factor-binding protein 6	P24592	P24592	True
seq.14090.23	Differentially expressed in FDCP 6 homolog	Q9H4E7	Q9H4E7	True
seq.14091.42	Carbonyl reductase [NADPH] 3	O75828	O75828	True
seq.14093.10	Fms-related tyrosine kinase 3 ligand	P49771	P49771	True
seq.14094.29	Heparin-binding EGF-like growth factor	Q99075	Q99075	True
seq.14095.1	NKG2-D type II integral membrane protein	P26718	P26718	True
seq.14097.86	Carbohydrate sulfotransferase 15	Q7LFX5	Q7LFX5	True
seq.14098.28	Cysteine--tRNA ligase, cytoplasmic	P49589	P49589	True
seq.14099.20	Proteasome subunit alpha type-4	P25789	P25789	True
seq.14100.63	Complement C1q subcomponent subunit C	P02747	P02747	True
seq.14101.2	Ciliary neurotrophic factor receptor subunit alpha	P26992	P26992	True
seq.14102.6	Granulysin	P22749	P22749	True
seq.14103.12	Tryptase gamma	Q9NRR2	Q9NRR2	True
seq.14104.1	TLR4 interactor with leucine rich repeats:Cytoplasmic domain	Q7L0X0	Q7L0X0	True
seq.14105.5	Kallistatin	P29622	P29622	True
seq.14106.46	Rap1 GTPase-GDP dissociation stimulator 1	P52306	P52306	True
seq.14107.1	5-formyltetrahydrofolate cyclo-ligase	P49914	P49914	True
seq.14108.15	Transforming growth factor beta-1	P01137	P01137	True
seq.14109.15	C-C motif chemokine 15	Q16663	Q16663	True
seq.14110.200	SPARC	P09486	P09486	True
seq.14111.15	Thrombospondin-2	P35442	P35442	True
seq.14112.40	Tumor necrosis factor receptor superfamily member 19L	Q969Z4	Q969Z4	True
seq.14114.18	PILR alpha-associated neural protein	Q8IYJ0	Q8IYJ0	True
seq.14115.34	Adrenomedullin	P35318	P35318	True
seq.14116.129	Protein S100-A4	P26447	P26447	True
seq.14120.2	E3 ubiquitin-protein ligase RNF43	Q68DV7	Q68DV7	True
seq.14121.24	Tumor necrosis factor receptor superfamily member 10D	Q9UBN6	Q9UBN6	True
seq.14122.132	E3 ubiquitin-protein ligase ZNRF3	Q9ULT6	Q9ULT6	True
seq.14123.34	V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain	Q9H7M9	Q9H7M9	True
seq.14124.6	Ephrin-A2	O43921	O43921	True
seq.14125.5	Apolipoprotein M	O95445	O95445	True
seq.14127.240	Interferon beta	P01574	P01574	True
seq.14128.121	Interferon alpha-10	P01566	P01566	True
seq.14129.1	Interferon alpha-7	P01567	P01567	True
seq.14131.37	Ephrin-B2:Extracellular domain	P52799	P52799	True
seq.14132.21	HERV-H LTR-associating protein 2	Q9UM44	Q9UM44	True
seq.14133.93	Interleukin-1 receptor type 2	P27930	P27930	True
seq.14134.49	Amphoterin-induced protein 2	Q86SJ2	Q86SJ2	True
seq.14135.3	Relaxin receptor 1	Q9HBX9	Q9HBX9	True
seq.14136.234	Complement component C1q receptor	Q9NPY3	Q9NPY3	True
seq.14139.16	Neuregulin-4	Q8WWG1	Q8WWG1	True
seq.14143.8	Histone H2B type 2-E	Q16778	Q16778	True
seq.14144.3	Histone H2A type 3	Q7L7L0	Q7L7L0	True
seq.14146.92	Histone H3.1	P68431	P68431	True
seq.14148.2	Ubiquitin-like protein ISG15	P05161	P05161	True
seq.14149.9	Interleukin-36 beta	Q9NZH7	Q9NZH7	True
seq.14150.7	Interleukin-36 alpha	Q9UHA7	Q9UHA7	True
seq.14151.4	Ubiquitin-like protein ISG15	P05161	P05161	True
seq.14153.8	Ephrin-A3	P52797	P52797	True
seq.14156.33	14-3-3 protein beta/alpha	P31946	P31946	True
seq.14157.21	14-3-3 protein epsilon	P62258	P62258	True
seq.14158.17	Annexin A5	P08758	P08758	True
seq.14175.78	SCP2 sterol-binding domain-containing protein 1	Q9UJQ7	Q9UJQ7	True
seq.14178.18	Cyclin-dependent kinase inhibitor 3	Q16667	Q16667	True
